initiative,instrument,jurisdiction,region,income_group,start_year,year,carbon_price
Portugal carbon tax,Carbon tax,Portugal,Europe & Central Asia,High income,2015,2018,7.812824416400895
Portugal carbon tax,Carbon tax,Portugal,Europe & Central Asia,High income,2015,2018,7.883639449449782
Portugal carbon tax,Carbon tax,Portugal,Europe & Central Asia,High income,2015,2018,0.7883741044050865
Quebec CaT,ETS,Quebec,North America,High income,2013,2018,15.1
RGGI,ETS,RGGI,North America,High income,2009,2018,4.3
Saitama ETS,ETS,Saitama,East Asia & Pacific,High income,2011,2018,5.688278069534874
Shanghai pilot ETS,ETS,Shanghai,East Asia & Pacific,Upper middle income,2013,2018,6.208696450669243
Shenzhen pilot ETS,ETS,Shenzhen,East Asia & Pacific,Upper middle income,2013,2018,6.728953373766348
Slovenia Carbon tax,Carbon tax,Slovenia,Europe & Central Asia,High income,1996,2018,21.448532299041062
Spain carbon tax,Carbon tax,Spain,Europe & Central Asia,High income,2014,2018,24.795991097157298
Switzerland carbon tax,Carbon tax,Switzerland,Europe & Central Asia,High income,2008,2018,100.90387466056818
Switzerland ETS,ETS,Switzerland,Europe & Central Asia,High income,2008,2018,9.298496661433987
Tianjin pilot ETS,ETS,Tianjin,East Asia & Pacific,Upper middle income,2013,2018,1.3547694050050065
Tokyo CaT,ETS,Tokyo,East Asia & Pacific,High income,2010,2018,5.688278069534874
UK Carbon Price Support,Carbon tax,United Kingdom,Europe & Central Asia,High income,2013,2018,25.45739884822752
Ukraine carbon tax,Carbon tax,Ukraine,Europe & Central Asia,Lower middle income,2011,2018,0.015442561205273068
Zacatecas carbon tax,Carbon tax,Zacatecas,Latin America & Caribbean,Upper middle income,2017,2018,13.68294628
Alberta carbon tax,Carbon tax,Alberta,North America,High income,2017,2019,22.493794976012794
Alberta TIER,ETS,Alberta,North America,High income,2007,2019,22.493794976012794
Argentina carbon tax,Carbon tax,Argentina,Latin America & Caribbean,Upper middle income,2018,2019,6.187569488166416
Argentina carbon tax,Carbon tax,Argentina,Latin America & Caribbean,Upper middle income,2018,2019,7.03076990423825
Argentina carbon tax,Carbon tax,Argentina,Latin America & Caribbean,Upper middle income,2018,2019,6.411426696811843
Argentina carbon tax,Carbon tax,Argentina,Latin America & Caribbean,Upper middle income,2018,2019,6.09924240270836
Argentina carbon tax,Carbon tax,Argentina,Latin America & Caribbean,Upper middle income,2018,2019,6.09924240270836
Argentina carbon tax,Carbon tax,Argentina,Latin America & Caribbean,Upper middle income,2018,2019,0.6354545415984341
Argentina carbon tax,Carbon tax,Argentina,Latin America & Caribbean,Upper middle income,2018,2019,0.6117229630352767
Argentina carbon tax,Carbon tax,Argentina,Latin America & Caribbean,Upper middle income,2018,2019,0.6123980503535068
Argentina carbon tax,Carbon tax,Argentina,Latin America & Caribbean,Upper middle income,2018,2019,5.576748829272676
Argentina carbon tax,Carbon tax,Argentina,Latin America & Caribbean,Upper middle income,2018,2019,5.576748829272676
BC carbon tax,Carbon tax,British Columbia,North America,High income,2008,2019,29.991726634683722
Beijing pilot ETS,ETS,Beijing,East Asia & Pacific,Upper middle income,2013,2019,10.402286780383795
California CaT,ETS,California,North America,High income,2012,2019,15.77
Canada federal fuel charge,Carbon tax,Canada,North America,High income,2019,2019,14.995863317341861
Chile carbon tax,Carbon tax,Chile,Latin America & Caribbean,High income,2017,2019,5.0
Chongqing pilot ETS,ETS,Chongqing,East Asia & Pacific,Upper middle income,2014,2019,0.5512526652452027
Colombia carbon tax,Carbon tax,Colombia,Latin America & Caribbean,Upper middle income,2017,2019,5.172634561567164
Denmark carbon tax,Carbon tax,Denmark,Europe & Central Asia,High income,1992,2019,26.388784176217126
Estonia carbon tax,Carbon tax,Estonia,Europe & Central Asia,High income,2000,2019,2.247198716240227
EU ETS,ETS,EU,Europe & Central Asia,High income,2005,2019,24.505702000599676
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,2019,86.51715057524875
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,2019,59.55076598036602
France carbon tax,Carbon tax,France,Europe & Central Asia,High income,2014,2019,50.11253137215707
Fujian pilot ETS,ETS,Fujian,East Asia & Pacific,Upper middle income,2016,2019,1.5196695095948827
Guangdong pilot ETS,ETS,Guangdong (except Shenzhen),East Asia & Pacific,Upper middle income,2013,2019,2.920149253731344
Hubei pilot ETS,ETS,Hubei,East Asia & Pacific,Upper middle income,2014,2019,4.126945628997868
Iceland carbon tax,Carbon tax,Iceland,Europe & Central Asia,High income,2010,2019,35.474283550306936
Iceland carbon tax,Carbon tax,Iceland,Europe & Central Asia,High income,2010,2019,37.94035743852859
Iceland carbon tax,Carbon tax,Iceland,Europe & Central Asia,High income,2010,2019,34.82581815185056
Iceland carbon tax,Carbon tax,Iceland,Europe & Central Asia,High income,2010,2019,36.7078186753491
Ireland carbon tax,Carbon tax,Ireland,Europe & Central Asia,High income,2010,2019,22.47198716240227
Japan carbon tax,Carbon tax,Japan,East Asia & Pacific,High income,2012,2019,2.601727731321073
Korea ETS,ETS,"Korea, Rep.",East Asia & Pacific,High income,2015,2019,23.457441100857324
Latvia carbon tax,Carbon tax,Latvia,Europe & Central Asia,High income,2004,2019,5.056197111540511
Liechtenstein carbon tax,Carbon tax,Liechtenstein,Europe & Central Asia,High income,2008,2019,96.46308635394456
Mexico carbon tax,Carbon tax,Mexico,Latin America & Caribbean,Upper middle income,2014,2019,2.888935847987386
Mexico carbon tax,Carbon tax,Mexico,Latin America & Caribbean,Upper middle income,2014,2019,2.860046489507512
Mexico carbon tax,Carbon tax,Mexico,Latin America & Caribbean,Upper middle income,2014,2019,3.1105996439891195
Mexico carbon tax,Carbon tax,Mexico,Latin America & Caribbean,Upper middle income,2014,2019,3.0058006065763174
Mexico carbon tax,Carbon tax,Mexico,Latin America & Caribbean,Upper middle income,2014,2019,3.0340984388499574
Mexico carbon tax,Carbon tax,Mexico,Latin America & Caribbean,Upper middle income,2014,2019,2.3571567441142216
Mexico carbon tax,Carbon tax,Mexico,Latin America & Caribbean,Upper middle income,2014,2019,3.056385143488624
Mexico carbon tax,Carbon tax,Mexico,Latin America & Caribbean,Upper middle income,2014,2019,0.3144831851239715
Mexico carbon tax,Carbon tax,Mexico,Latin America & Caribbean,Upper middle income,2014,2019,0.8758358624482722
Mexico carbon tax,Carbon tax,Mexico,Latin America & Caribbean,Upper middle income,2014,2019,0.7208600476203844
Mexico carbon tax,Carbon tax,Mexico,Latin America & Caribbean,Upper middle income,2014,2019,2.5430738189632196
New Zealand ETS,ETS,New Zealand,East Asia & Pacific,High income,2008,2019,17.532541255774696
Newfoundland and Labrador carbon tax,Carbon tax,Newfoundland and Labrador,North America,High income,2019,2019,14.995863317341861
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2019,72.1630485963042
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2019,71.92988850390903
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2019,57.35738272921109
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2019,0.07839652185501066
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2019,0.0031358608742004263
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2019,0.07700222129852892
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2019,0.35289896314558156
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2019,15.21799148287594
Portugal carbon tax,Carbon tax,Portugal,Europe & Central Asia,High income,2015,2019,14.169739018354452
Portugal carbon tax,Carbon tax,Portugal,Europe & Central Asia,High income,2015,2019,13.236388437375187
Portugal carbon tax,Carbon tax,Portugal,Europe & Central Asia,High income,2015,2019,13.794732835039452
Portugal carbon tax,Carbon tax,Portugal,Europe & Central Asia,High income,2015,2019,14.220241430753665
Portugal carbon tax,Carbon tax,Portugal,Europe & Central Asia,High income,2015,2019,15.81347737164475
Portugal carbon tax,Carbon tax,Portugal,Europe & Central Asia,High income,2015,2019,14.17291218382443
Portugal carbon tax,Carbon tax,Portugal,Europe & Central Asia,High income,2015,2019,13.223794347520405
Portugal carbon tax,Carbon tax,Portugal,Europe & Central Asia,High income,2015,2019,14.150154030077527
Portugal carbon tax,Carbon tax,Portugal,Europe & Central Asia,High income,2015,2019,13.24977492443589
Portugal carbon tax,Carbon tax,Portugal,Europe & Central Asia,High income,2015,2019,13.288200842549548
Portugal carbon tax,Carbon tax,Portugal,Europe & Central Asia,High income,2015,2019,1.3037947384056796
Prince Edward Island Carbon tax,Carbon tax,Prince Edward Island,North America,High income,2019,2019,14.995863317341861
Quebec CaT,ETS,Quebec,North America,High income,2013,2019,15.77
RGGI,ETS,RGGI,North America,High income,2009,2019,4.94
Saitama ETS,ETS,Saitama,East Asia & Pacific,High income,2011,2019,5.85163676594705
Shanghai pilot ETS,ETS,Shanghai,East Asia & Pacific,Upper middle income,2013,2019,6.090597014925374
Shenzhen pilot ETS,ETS,Shenzhen,East Asia & Pacific,Upper middle income,2013,2019,0.5527425373134328
Singapore carbon tax,Carbon tax,Singapore,East Asia & Pacific,High income,2019,2019,3.693856332178393
Slovenia Carbon tax,Carbon tax,Slovenia,Europe & Central Asia,High income,1996,2019,19.438268895477968
Spain carbon tax,Carbon tax,Spain,Europe & Central Asia,High income,2014,2019,16.853990371801704
Switzerland carbon tax,Carbon tax,Switzerland,Europe & Central Asia,High income,2008,2019,96.46308635394456
Switzerland ETS,ETS,Switzerland,Europe & Central Asia,High income,2008,2019,8.033735410558814
Tianjin pilot ETS,ETS,Tianjin,East Asia & Pacific,Upper middle income,2013,2019,2.075391791044776
Tokyo CaT,ETS,Tokyo,East Asia & Pacific,High income,2010,2019,5.85163676594705
UK Carbon Price Support,Carbon tax,United Kingdom,Europe & Central Asia,High income,2013,2019,23.588994203091683
Ukraine carbon tax,Carbon tax,Ukraine,Europe & Central Asia,Lower middle income,2011,2019,0.3683694470176502
Zacatecas carbon tax,Carbon tax,Zacatecas,Latin America & Caribbean,Upper middle income,2017,2019,13.00938111
Alberta TIER,ETS,Alberta,North America,High income,2007,2020,21.10149662688683
Argentina carbon tax,Carbon tax,Argentina,Latin America & Caribbean,Upper middle income,2018,2020,6.342014551609308
Argentina carbon tax,Carbon tax,Argentina,Latin America & Caribbean,Upper middle income,2018,2020,7.206261703722547
Argentina carbon tax,Carbon tax,Argentina,Latin America & Caribbean,Upper middle income,2018,2020,6.5586833269123925
Argentina carbon tax,Carbon tax,Argentina,Latin America & Caribbean,Upper middle income,2018,2020,6.23932883352349
Argentina carbon tax,Carbon tax,Argentina,Latin America & Caribbean,Upper middle income,2018,2020,6.23932883352349
Argentina carbon tax,Carbon tax,Argentina,Latin America & Caribbean,Upper middle income,2018,2020,1.2967033750818908
Argentina carbon tax,Carbon tax,Argentina,Latin America & Caribbean,Upper middle income,2018,2020,1.2414581610007007
Argentina carbon tax,Carbon tax,Argentina,Latin America & Caribbean,Upper middle income,2018,2020,1.2422909237758581
Argentina carbon tax,Carbon tax,Argentina,Latin America & Caribbean,Upper middle income,2018,2020,5.715947480437615
Argentina carbon tax,Carbon tax,Argentina,Latin America & Caribbean,Upper middle income,2018,2020,5.715947480437615
BC carbon tax,Carbon tax,British Columbia,North America,High income,2008,2020,28.13532883584911
Beijing pilot ETS,ETS,Beijing,East Asia & Pacific,Upper middle income,2013,2020,12.204220523334513
California CaT,ETS,California,North America,High income,2012,2020,15.3
Canada federal fuel charge,Carbon tax,Canada,North America,High income,2019,2020,21.10149662688683
Chile carbon tax,Carbon tax,Chile,Latin America & Caribbean,High income,2017,2020,5.0
Chongqing pilot ETS,ETS,Chongqing,East Asia & Pacific,Upper middle income,2014,2020,5.305387214815199
Colombia carbon tax,Carbon tax,Colombia,Latin America & Caribbean,Upper middle income,2017,2020,4.244865787112099
Denmark carbon tax,Carbon tax,Denmark,Europe & Central Asia,High income,1992,2020,25.93302536630274
Estonia carbon tax,Carbon tax,Estonia,Europe & Central Asia,High income,2000,2020,2.1872006097419385
EU ETS,ETS,EU,Europe & Central Asia,High income,2005,2020,18.53652516756293
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,2020,84.20722347506464
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,2020,57.96081615816138
France carbon tax,Carbon tax,France,Europe & Central Asia,High income,2014,2020,48.77457359724524
Fujian pilot ETS,ETS,Fujian,East Asia & Pacific,Upper middle income,2016,2020,1.280950481687936
Guangdong pilot ETS,ETS,Guangdong (except Shenzhen),East Asia & Pacific,Upper middle income,2013,2020,4.131417212916586
Hubei pilot ETS,ETS,Hubei,East Asia & Pacific,Upper middle income,2014,2020,3.5669544182387143
Iceland carbon tax,Carbon tax,Iceland,Europe & Central Asia,High income,2010,2020,30.743799892219336
Iceland carbon tax,Carbon tax,Iceland,Europe & Central Asia,High income,2010,2020,32.88102366536184
Iceland carbon tax,Carbon tax,Iceland,Europe & Central Asia,High income,2010,2020,30.181807134313487
Iceland carbon tax,Carbon tax,Iceland,Europe & Central Asia,High income,2010,2020,31.587220523723122
Iceland carbon tax,Carbon tax,Iceland,Europe & Central Asia,High income,2010,2020,3.094360121831493
Iceland carbon tax,Carbon tax,Iceland,Europe & Central Asia,High income,2010,2020,17.637852694439513
